time.v,acceleration,time.l,lat. X accel.,lat. Y accel.,time.g,Gyro X,Gyro Y,Gyro Z
233.8,1.05078,233.801,-0.015625,-0.015625,233.808,0.14,-0.07,0
233.901,1.04688,233.902,-0.015625,-0.0117188,233.902,0,-0.14,-0.14
234,1.05469,234.002,-0.015625,-0.015625,234.002,0.14,-0.14,0
234.101,1.03906,234.101,-0.015625,-0.015625,234.108,0,-0.21,-0.21
234.202,1.02734,234.202,-0.015625,-0.0117188,234.203,0.07,-0.14,-0.07
234.301,1.02734,234.301,-0.0117188,-0.015625,234.308,0.07,-0.14,0
234.4,1.04688,234.401,-0.015625,-0.015625,234.407,0,-0.14,-0.07
234.5,1.04688,234.501,-0.015625,-0.015625,234.502,0.07,-0.14,-0.07
234.601,1.05078,234.601,-0.0195312,-0.015625,234.602,0,-0.21,0
234.701,1.04688,234.702,-0.0117188,-0.015625,234.702,0.07,-0.14,-0.07
234.8,1.04297,234.802,-0.015625,-0.015625,234.803,0.07,-0.07,0
234.901,1.04688,234.901,-0.015625,-0.015625,234.902,0.07,-0.07,-0.14
235.001,1.03906,235.002,-0.015625,-0.015625,235.002,0,-0.21,0
235.1,1.05859,235.101,-0.015625,-0.015625,235.107,0.07,-0.14,-0.07
235.201,1.05078,235.201,-0.015625,-0.015625,235.202,0,-0.14,0
235.3,1.05469,235.307,-0.015625,-0.015625,235.308,0.07,-0.14,-0.07
235.4,1.05078,235.402,-0.015625,-0.015625,235.403,0,-0.14,-0.14
235.501,1.0625,235.501,-0.015625,-0.015625,235.502,0.07,-0.21,-0.14
235.601,1.05078,235.602,-0.015625,-0.015625,235.602,0,-0.21,-0.14
235.7,1.05078,235.702,-0.015625,-0.0195312,235.702,0,-0.14,-0.07
235.801,1.05078,235.802,-0.015625,-0.015625,235.802,0,-0.14,-0.07
235.902,1.03906,235.902,-0.015625,-0.0117188,235.903,0.07,-0.14,-0.07
236.001,1.05859,236.001,-0.015625,-0.015625,236.002,0.07,-0.07,0
236.101,1.04688,236.102,-0.015625,-0.015625,236.102,0,-0.28,0
236.201,1.04688,236.201,-0.015625,-0.0117188,236.207,0.14,-0.14,0
236.3,1.03906,236.301,-0.015625,-0.015625,236.308,0.07,-0.07,-0.07
236.402,1.05078,236.403,-0.015625,-0.0117188,236.406,0,-0.07,0
236.5,1.05078,236.508,-0.015625,-0.015625,236.508,0,-0.14,0
236.601,1.03516,236.601,-0.015625,-0.015625,236.602,0,-0.14,-0.07
236.7,1.03906,236.707,-0.015625,-0.0117188,236.707,0,-0.21,-0.07
236.802,1.03516,236.802,-0.015625,-0.015625,236.803,0,-0.07,0
236.901,1.05078,236.902,-0.015625,-0.015625,236.903,0,-0.14,-0.21
237,1.04297,237.002,-0.015625,-0.015625,237.002,0,-0.14,-0.14
237.1,1.04688,237.101,-0.015625,-0.015625,237.108,0.14,-0.14,-0.14
237.2,1.05078,237.201,-0.015625,-0.015625,237.202,0.07,-0.14,-0.07
237.3,1.03906,237.301,-0.015625,-0.015625,237.309,0.14,-0.14,-0.07
237.4,1.05078,237.401,-0.015625,-0.015625,237.402,0,-0.14,-0.07
237.5,1.04297,237.501,-0.015625,-0.015625,237.503,0,-0.14,0
237.601,1.05469,237.602,-0.015625,-0.015625,237.609,0,-0.14,-0.07
237.702,1.05078,237.702,-0.015625,-0.015625,237.703,0,-0.07,-0.07
237.801,1.05078,237.803,-0.015625,-0.015625,237.804,0,-0.14,-0.07
237.902,1.03906,237.902,-0.015625,-0.0117188,237.908,0,-0.07,-0.07
238.001,1.04688,238.003,-0.015625,-0.015625,238.004,0.07,-0.14,0
238.102,1.04688,238.103,-0.015625,-0.015625,238.103,0,-0.21,-0.14
238.203,1.04297,238.203,-0.015625,-0.015625,238.204,0.07,-0.14,0
238.301,1.05078,238.302,-0.015625,-0.015625,238.304,0.14,-0.14,0
238.401,1.04688,238.403,-0.015625,-0.015625,238.404,0.07,-0.21,-0.07
238.503,1.03906,238.503,-0.015625,-0.015625,238.504,0,-0.14,0
238.601,1.0625,238.602,-0.015625,-0.015625,238.609,0.07,-0.07,0
238.701,1.03906,238.702,-0.015625,-0.015625,238.703,0,-0.21,-0.07
238.802,1.04688,238.802,-0.015625,-0.015625,238.803,0.07,-0.14,0
238.901,1.05469,238.903,-0.015625,-0.015625,238.904,0,-0.07,0
239.001,1.04688,239.002,-0.0195312,-0.0117188,239.009,0.07,-0.07,-0.07
239.101,1.05078,239.102,-0.015625,-0.015625,239.108,0,-0.14,-0.14
239.201,1.03906,239.202,-0.015625,-0.015625,239.209,0,-0.07,-0.07
239.302,1.05469,239.302,-0.015625,-0.015625,239.303,0,-0.14,-0.07
239.402,1.04297,239.402,-0.015625,-0.015625,239.403,0.07,-0.14,-0.14
239.502,1.03906,239.503,-0.015625,-0.015625,239.503,0.14,-0.14,-0.07
239.601,1.04688,239.603,-0.015625,-0.015625,239.603,0,-0.14,0
239.702,1.05078,239.702,-0.015625,-0.0117188,239.703,0.07,-0.14,-0.14
239.801,1.03906,239.803,-0.015625,-0.015625,239.804,0,-0.07,0
239.902,1.04297,239.903,-0.0195312,-0.015625,239.903,0,-0.14,-0.07
240.001,1.04297,240.003,-0.015625,-0.015625,240.004,0,-0.07,0
240.102,1.04688,240.102,-0.015625,-0.015625,240.109,0.07,-0.21,0
240.201,1.05078,240.203,-0.0195312,-0.015625,240.204,0.07,0,-0.07
240.303,1.04688,240.303,-0.015625,-0.015625,240.304,0.07,-0.14,-0.07
240.401,1.04688,240.404,-0.015625,-0.0117188,240.408,0,-0.14,0
240.502,1.05859,240.503,-0.015625,-0.0117188,240.503,0,-0.14,0
240.601,1.05078,240.603,-0.015625,-0.015625,240.603,0.07,-0.14,0
240.703,1.05859,240.703,-0.015625,-0.015625,240.704,0.07,-0.14,0
240.801,1.04688,240.803,-0.015625,-0.015625,240.804,0.07,-0.07,0
240.901,1.05078,240.908,-0.015625,-0.015625,240.909,0,-0.14,-0.14
241.001,1.04688,241.003,-0.015625,-0.015625,241.003,0,-0.14,0
241.101,1.05078,241.102,-0.015625,-0.015625,241.108,0.07,-0.07,-0.07
241.202,1.04688,241.203,-0.015625,-0.015625,241.203,0,-0.21,0
241.301,1.03516,241.303,-0.015625,-0.0195312,241.304,0,-0.21,0
241.401,1.05859,241.403,-0.015625,-0.015625,241.403,0.07,-0.07,0
241.502,1.05078,241.503,-0.015625,-0.015625,241.503,0,-0.07,0
241.601,1.05078,241.603,-0.015625,-0.015625,241.603,0.07,-0.07,0
241.702,1.05078,241.702,-0.015625,-0.0117188,241.703,0,-0.07,-0.07
241.801,1.05078,241.803,-0.015625,-0.0117188,241.804,0,-0.14,0
241.901,1.04297,241.904,-0.015625,-0.0195312,241.904,0,-0.14,0
242.001,1.05078,242.002,-0.015625,-0.015625,242.007,0.07,-0.14,0
242.102,1.05078,242.102,-0.015625,-0.0117188,242.103,0,-0.14,-0.14
242.203,1.05859,242.203,-0.015625,-0.015625,242.204,0,-0.21,-0.07
242.303,1.05078,242.304,-0.015625,-0.0117188,242.304,0,-0.21,-0.07
242.401,1.04297,242.402,-0.015625,-0.0117188,242.409,0.07,-0.14,0
242.501,1.03906,242.502,-0.015625,-0.015625,242.503,0,-0.14,-0.07
242.602,1.03906,242.603,-0.015625,-0.015625,242.603,0.14,-0.14,-0.14
242.702,1.03906,242.703,-0.015625,-0.015625,242.704,0,-0.14,0
242.804,1.03516,242.807,-0.0117188,-0.0117188,242.808,0,-0.14,-0.07
242.901,1.03906,242.902,-0.015625,-0.015625,242.91,0,-0.14,0
243.001,1.04297,243.003,-0.0195312,-0.015625,243.004,0,-0.14,-0.14
243.101,1.04688,243.103,-0.015625,-0.015625,243.104,0.14,-0.14,-0.07
243.202,1.04688,243.202,-0.015625,-0.015625,243.203,0,-0.07,0
243.302,1.04688,243.303,-0.015625,-0.015625,243.304,0.07,-0.07,-0.07
243.402,1.04688,243.402,-0.015625,-0.015625,243.403,0.14,-0.14,-0.07
243.501,1.04688,243.502,-0.015625,-0.015625,243.503,0.07,-0.21,-0.07
243.601,1.04297,243.603,-0.015625,-0.015625,243.604,0.07,-0.14,-0.07
243.701,1.05078,243.703,-0.015625,-0.015625,243.704,0,-0.07,0
243.801,1.04688,243.803,-0.015625,-0.015625,243.804,0.07,-0.14,-0.07
243.901,1.04688,243.902,-0.015625,-0.015625,243.903,0.07,-0.07,-0.07
244.002,1.05859,244.003,-0.015625,-0.015625,244.003,0.07,-0.14,-0.07
244.102,1.05469,244.103,-0.015625,-0.015625,244.103,0,-0.14,0
244.201,1.04688,244.202,-0.015625,-0.015625,244.203,0.07,-0.21,-0.07
244.302,1.04297,244.303,-0.015625,-0.015625,244.303,0,-0.21,0
244.401,1.04688,244.402,-0.015625,-0.015625,244.404,0,-0.14,0
244.501,1.04688,244.504,-0.015625,-0.0117188,244.504,0,-0.21,-0.07
244.602,1.04297,244.602,-0.015625,-0.0117188,244.603,0,-0.07,0
244.702,1.05078,244.703,-0.015625,-0.015625,244.703,0.07,-0.07,-0.14
244.802,1.05469,244.802,-0.015625,-0.015625,244.803,0,-0.21,-0.07
244.901,1.03516,244.903,-0.015625,-0.015625,244.904,0.07,-0.14,-0.14
245.002,1.04297,245.003,-0.015625,-0.015625,245.003,0.07,-0.14,-0.07
245.102,1.03516,245.102,-0.015625,-0.015625,245.103,0,-0.21,-0.07
245.201,1.05078,245.203,-0.015625,-0.0117188,245.203,0.21,-0.21,0
245.301,1.04688,245.303,-0.015625,-0.0117188,245.304,0,-0.21,0
245.401,1.05078,245.402,-0.015625,-0.0195312,245.403,0.14,-0.07,-0.07
245.501,1.05859,245.502,-0.015625,-0.015625,245.504,0.07,-0.14,-0.07
245.602,1.05078,245.602,-0.0117188,-0.0117188,245.604,0.21,-0.14,-0.07
245.701,1.04688,245.702,-0.015625,-0.015625,245.704,0.07,-0.07,-0.07
245.803,1.03516,245.804,-0.015625,-0.015625,245.804,0.07,-0.14,-0.14
245.901,1.05078,245.902,-0.015625,-0.015625,245.904,0,-0.14,-0.14
246.002,1.05078,246.002,-0.015625,-0.015625,246.003,0,-0.14,-0.14
246.101,1.05078,246.103,-0.0195312,-0.015625,246.104,0.14,-0.07,0
246.201,1.03516,246.204,-0.015625,-0.015625,246.204,0.14,-0.14,-0.07
246.302,1.04688,246.303,-0.015625,-0.0117188,246.303,0,-0.21,0
246.401,1.0625,246.404,-0.015625,-0.015625,246.404,0,-0.14,0
246.501,1.04297,246.503,-0.015625,-0.0195312,246.504,0.07,-0.14,-0.14
246.602,1.04688,246.603,-0.015625,-0.015625,246.603,0.07,-0.14,-0.07
246.701,1.04688,246.704,-0.015625,-0.0117188,246.705,0.07,-0.14,0
246.802,1.04297,246.802,-0.015625,-0.015625,246.803,0.14,-0.07,-0.07
246.902,1.05859,246.902,-0.015625,-0.0117188,246.904,0.07,-0.14,-0.07
247.002,1.05078,247.003,-0.015625,-0.015625,247.003,0.14,-0.14,0
247.101,1.05078,247.102,-0.015625,-0.0117188,247.103,0.07,-0.14,-0.14
247.201,1.04297,247.202,-0.015625,-0.015625,247.204,0.07,-0.07,-0.07
247.301,1.05859,247.304,-0.015625,-0.015625,247.304,0.21,-0.14,0
247.402,1.05078,247.402,-0.015625,-0.015625,247.404,0,-0.07,0
247.501,1.04297,247.503,-0.015625,-0.0117188,247.504,0,-0.14,-0.07
247.602,1.04297,247.604,-0.015625,-0.015625,247.605,0.14,-0.14,0
247.702,1.04688,247.705,-0.015625,-0.015625,247.705,0,-0.14,0
247.803,1.05078,247.804,-0.015625,-0.015625,247.805,0,-0.14,0
247.903,1.05078,247.904,-0.015625,-0.0195312,247.904,0.14,-0.21,-0.07
248.002,1.03516,248.004,-0.0117188,-0.0117188,248.005,0.07,-0.14,0
248.102,1.04297,248.103,-0.015625,-0.015625,248.105,0.07,-0.14,0
248.202,1.05469,248.203,-0.015625,-0.015625,248.204,0,-0.21,-0.07
248.303,1.04688,248.304,-0.0195312,-0.015625,248.305,0,0,-0.07
248.403,1.03906,248.404,-0.015625,-0.0195312,248.404,0,-0.21,-0.14
248.503,1.04688,248.503,-0.015625,-0.015625,248.504,0.07,-0.21,-0.21
248.603,1.05078,248.604,-0.015625,-0.0117188,248.604,0,-0.14,0
248.702,1.05859,248.704,-0.015625,-0.015625,248.705,0,-0.28,-0.07
248.802,1.05078,248.805,-0.015625,-0.0195312,248.805,0.21,-0.07,0
248.903,1.04688,248.904,-0.015625,-0.015625,248.904,0.14,-0.14,-0.07
249.002,1.04297,249.003,-0.015625,-0.015625,249.004,0,-0.14,-0.07
249.104,1.04297,249.104,-0.015625,-0.015625,249.105,0.07,-0.21,-0.14
249.202,1.04688,249.204,-0.015625,-0.015625,249.204,0.14,-0.14,-0.07
249.302,1.05078,249.305,-0.015625,-0.015625,249.306,0.07,-0.07,-0.14
249.402,1.05078,249.404,-0.015625,-0.015625,249.405,0.07,-0.07,0
249.502,1.04297,249.503,-0.015625,-0.015625,249.505,0.21,-0.07,-0.07
249.602,1.03906,249.604,-0.015625,-0.0195312,249.604,0,-0.14,-0.07
249.702,1.03906,249.703,-0.015625,-0.0117188,249.705,0,-0.07,-0.07
249.803,1.03516,249.804,-0.015625,-0.015625,249.804,0.07,-0.14,0
249.903,1.04688,249.903,-0.015625,-0.015625,249.905,0,-0.07,0
250.002,1.04688,250.003,-0.015625,-0.015625,250.004,0,-0.07,-0.07
250.103,1.05859,250.104,-0.015625,-0.015625,250.105,0.07,-0.07,-0.07
250.202,1.05078,250.204,-0.015625,-0.015625,250.205,0.07,-0.07,0
250.303,1.05078,250.303,-0.0195312,-0.015625,250.304,0.14,-0.14,-0.07
250.402,1.04297,250.404,-0.015625,-0.0195312,250.405,0.07,-0.07,0.07
250.503,1.0625,250.504,-0.015625,-0.0117188,250.504,0,-0.14,0
250.603,1.05078,250.604,-0.015625,-0.015625,250.604,0.07,-0.07,0
250.702,1.04688,250.703,-0.015625,-0.015625,250.704,0.07,-0.07,0
250.802,1.03906,250.805,-0.015625,-0.015625,250.805,0.14,-0.14,0
250.912,1.04297,250.913,-0.015625,-0.015625,250.913,0.14,-0.14,-0.14
251.003,1.04297,251.004,-0.015625,-0.015625,251.004,0.07,-0.14,0
251.103,1.05078,251.104,-0.015625,-0.015625,251.104,0.07,0,0
251.202,1.04688,251.203,-0.0195312,-0.015625,251.205,0.07,-0.14,0
251.302,1.05078,251.304,-0.015625,-0.015625,251.305,0,-0.21,-0.07
251.402,1.05078,251.403,-0.015625,-0.015625,251.405,0.21,-0.14,-0.07
251.502,1.04297,251.503,-0.0195312,-0.0117188,251.506,0,-0.21,-0.07
251.604,1.05078,251.604,-0.015625,-0.0195312,251.605,0,-0.07,-0.07
251.703,1.03516,251.704,-0.015625,-0.0117188,251.705,0,-0.07,-0.07
251.802,1.05859,251.803,-0.015625,-0.0117188,251.805,0.07,-0.21,-0.07
251.903,1.05078,251.904,-0.015625,-0.015625,251.905,0.07,-0.14,-0.07
252.002,1.03906,252.004,-0.015625,-0.0117188,252.004,0,-0.07,0
252.102,1.04688,252.103,-0.015625,-0.015625,252.104,0,-0.14,-0.14
252.203,1.05078,252.204,-0.015625,-0.0117188,252.204,0,-0.14,-0.07
252.303,1.04297,252.304,-0.015625,-0.015625,252.305,0,-0.21,0
252.403,1.05078,252.404,-0.0117188,-0.015625,252.404,0.07,-0.14,0
252.502,1.03906,252.503,-0.015625,-0.015625,252.504,0.07,-0.07,0
252.602,1.03906,252.603,-0.015625,-0.0117188,252.604,0.07,-0.14,0
252.702,1.04297,252.704,-0.015625,-0.0195312,252.705,0,-0.14,-0.07
252.802,1.04688,252.804,-0.015625,-0.015625,252.804,0,-0.14,-0.07
252.902,1.03906,252.903,-0.015625,-0.0195312,252.905,0.14,-0.21,0
253.003,1.05469,253.004,-0.015625,-0.015625,253.004,0,-0.21,0
253.102,1.05078,253.104,-0.015625,-0.015625,253.105,0,-0.14,0
253.202,1.03516,253.204,-0.015625,-0.015625,253.204,0.07,-0.14,-0.14
253.302,1.05078,253.303,-0.015625,-0.0195312,253.304,0,-0.14,0
253.402,1.03906,253.405,-0.015625,-0.015625,253.405,0,-0.07,-0.07
253.516,1.03125,253.517,-0.015625,-0.015625,253.517,0.07,-0.14,0
253.602,1.04297,253.603,-0.015625,-0.015625,253.604,0,-0.21,0
253.702,1.05078,253.704,-0.015625,-0.015625,253.705,0.07,-0.14,0
253.803,1.03516,253.804,-0.0195312,-0.015625,253.804,0,-0.07,0
253.902,1.05859,253.905,-0.015625,-0.0195312,253.905,0.07,-0.14,0
254.003,1.03906,254.003,-0.0195312,-0.015625,254.004,0,-0.14,-0.07
254.103,1.03516,254.103,-0.015625,-0.0117188,254.104,0,-0.07,-0.07
254.203,1.04688,254.204,-0.015625,-0.015625,254.204,0,-0.14,-0.14
254.302,1.04297,254.304,-0.015625,-0.015625,254.304,0.14,-0.07,-0.07
254.402,1.04688,254.403,-0.015625,-0.0117188,254.405,0.07,-0.14,-0.07
254.503,1.04297,254.503,-0.015625,-0.0117188,254.504,0.07,-0.14,-0.07
254.602,1.04688,254.604,-0.015625,-0.0117188,254.605,0,-0.21,-0.07
254.703,1.04688,254.704,-0.015625,-0.015625,254.704,0.07,-0.07,-0.14
254.802,1.04297,254.804,-0.015625,-0.0117188,254.805,0,-0.14,-0.07
254.904,1.05078,254.905,-0.015625,-0.015625,254.905,0.07,-0.14,0
255.002,1.05078,255.003,-0.015625,-0.015625,255.005,0,-0.07,0
255.103,1.05078,255.103,-0.015625,-0.0117188,255.104,0.07,-0.14,0
255.204,1.03516,255.204,-0.015625,-0.015625,255.204,0,-0.07,-0.07
255.303,1.04688,255.304,-0.015625,-0.015625,255.304,0.07,-0.14,0
255.404,1.03125,255.405,-0.015625,-0.015625,255.405,0.07,-0.07,-0.07
255.502,1.05078,255.505,-0.015625,-0.015625,255.505,0.07,-0.14,0
255.602,1.04297,255.604,-0.015625,-0.015625,255.605,0.14,-0.21,0
255.702,1.04688,255.704,-0.015625,-0.015625,255.705,0,0,-0.07
255.802,1.05078,255.804,-0.015625,-0.015625,255.805,0.07,-0.14,-0.07
255.902,1.04297,255.904,-0.015625,-0.0117188,255.905,0.07,-0.07,0
256.003,1.03516,256.004,-0.015625,-0.015625,256.006,0.07,-0.14,-0.14
256.103,1.04688,256.105,-0.015625,-0.0195312,256.106,0,-0.14,-0.14
256.203,1.04688,256.204,-0.0195312,-0.015625,256.205,0.07,-0.21,0
256.303,1.05078,256.304,-0.015625,-0.015625,256.306,0.14,-0.21,-0.07
256.404,1.05078,256.405,-0.015625,-0.015625,256.405,0.14,-0.14,-0.07
256.503,1.04688,256.504,-0.015625,-0.0117188,256.505,0.14,-0.14,-0.14
256.605,1.04688,256.605,-0.0117188,-0.0117188,256.606,0,-0.21,-0.07
256.703,1.04297,256.704,-0.015625,-0.015625,256.706,0.07,-0.14,-0.07
256.804,1.04688,256.804,-0.015625,-0.0195312,256.805,0.07,-0.14,0
256.903,1.04688,256.905,-0.015625,-0.0117188,256.906,0.21,-0.21,-0.07
257.003,1.04688,257.004,-0.015625,-0.015625,257.005,0,-0.14,-0.07
257.105,1.05078,257.105,-0.015625,-0.015625,257.106,0.14,-0.14,-0.07
257.203,1.05078,257.204,-0.015625,-0.015625,257.205,0,-0.14,0
257.303,1.04297,257.305,-0.015625,-0.0117188,257.306,0,-0.14,-0.14
257.404,1.04688,257.405,-0.015625,-0.015625,257.405,0.07,-0.14,-0.07
257.505,1.03125,257.505,-0.015625,-0.015625,257.506,0.07,-0.07,-0.07
257.603,1.03516,257.604,-0.015625,-0.0117188,257.605,0,-0.07,-0.07
257.704,1.04688,257.704,-0.015625,-0.015625,257.705,0,-0.14,-0.07
257.803,1.04297,257.805,-0.015625,-0.015625,257.806,0,-0.14,0
257.903,1.03516,257.905,-0.015625,-0.015625,257.906,0.14,-0.14,-0.07
258.004,1.03516,258.005,-0.015625,-0.0117188,258.005,0.14,-0.07,-0.14
258.104,1.04297,258.104,-0.015625,-0.015625,258.105,0.14,-0.14,-0.07
258.203,1.03125,258.205,-0.015625,-0.015625,258.206,0,-0.14,0
258.303,1.04688,258.306,-0.015625,-0.015625,258.306,0.07,-0.14,0
258.404,1.05078,258.405,-0.015625,-0.015625,258.405,0,-0.21,0
258.504,1.05078,258.505,-0.015625,-0.0117188,258.505,0,-0.14,-0.07
258.604,1.04688,258.604,-0.015625,-0.015625,258.605,0,-0.21,0
258.703,1.04688,258.705,-0.015625,-0.0117188,258.705,0.14,-0.07,-0.07
258.804,1.03906,258.805,-0.015625,-0.015625,258.805,0,-0.21,0
258.903,1.03906,258.905,-0.015625,-0.0195312,258.906,0,-0.14,-0.07
259.003,1.04297,259.006,-0.015625,-0.015625,259.006,0.07,-0.07,0
259.104,1.04688,259.105,-0.015625,-0.0117188,259.105,0.14,-0.14,-0.07
259.204,1.04688,259.205,-0.015625,-0.015625,259.205,0,-0.14,0
259.304,1.0625,259.305,-0.015625,-0.015625,259.305,0.07,-0.14,-0.07
259.403,1.05078,259.404,-0.015625,-0.0117188,259.405,0.07,-0.07,0
259.503,1.04688,259.505,-0.015625,-0.0117188,259.506,0.07,-0.28,0
259.604,1.05078,259.604,-0.015625,-0.015625,259.605,0,-0.07,0
259.703,1.04297,259.706,-0.015625,-0.015625,259.706,0,-0.14,-0.14
259.803,1.05078,259.804,-0.015625,-0.015625,259.806,0,-0.14,-0.07
259.903,1.05078,259.904,-0.015625,-0.015625,259.906,0.07,-0.21,0
260.004,1.03125,260.004,-0.015625,-0.015625,260.005,-0.07,-0.21,-0.07
260.104,1.04297,260.104,-0.015625,-0.0117188,260.105,0.07,-0.14,-0.07
260.203,1.05078,260.204,-0.015625,-0.015625,260.206,0,-0.14,-0.07
260.304,1.04297,260.305,-0.015625,-0.0195312,260.305,0.14,-0.21,-0.14
260.404,1.04297,260.404,-0.015625,-0.015625,260.405,0.07,-0.21,-0.07
260.503,1.05469,260.504,-0.015625,-0.015625,260.506,0.07,-0.14,-0.07
260.603,1.05859,260.604,-0.015625,-0.015625,260.605,0.07,-0.14,-0.07
260.703,1.04688,260.704,-0.015625,-0.015625,260.706,0.14,-0.14,-0.07
260.803,1.03906,260.805,-0.015625,-0.0117188,260.806,0.07,-0.14,0
260.903,1.03516,260.905,-0.015625,-0.015625,260.906,0,-0.21,0
261.004,1.04688,261.004,-0.015625,-0.015625,261.005,0.07,-0.14,0
261.104,1.04297,261.104,-0.015625,-0.015625,261.105,0,-0.07,0
261.203,1.05078,261.204,-0.015625,-0.015625,261.205,0.07,-0.14,0
261.304,1.05078,261.305,-0.0117188,-0.015625,261.306,0.07,-0.14,0
261.404,1.04297,261.405,-0.015625,-0.015625,261.405,-0.07,-0.14,-0.07
261.503,1.04688,261.504,-0.015625,-0.015625,261.507,0.14,-0.14,-0.07
261.603,1.05469,261.605,-0.015625,-0.015625,261.605,0.07,-0.14,-0.07
261.703,1.05078,261.704,-0.015625,-0.015625,261.706,0.07,-0.07,-0.14
261.804,1.04297,261.805,-0.015625,-0.015625,261.805,0,-0.14,0
261.904,1.05078,261.904,-0.015625,-0.015625,261.905,0,-0.14,0
262.003,1.04297,262.004,-0.015625,-0.0195312,262.006,0.07,-0.21,-0.07
262.104,1.02344,262.104,-0.015625,-0.015625,262.105,0,-0.14,0
262.204,1.05859,262.205,-0.0195312,-0.015625,262.205,0,-0.07,-0.07
262.304,1.04297,262.305,-0.015625,-0.015625,262.306,0,-0.07,0
262.404,1.05078,262.405,-0.015625,-0.015625,262.405,0.07,-0.14,-0.07
262.503,1.05078,262.505,-0.0117188,-0.015625,262.505,0.07,-0.14,0
262.603,1.04297,262.604,-0.015625,-0.0195312,262.607,0,-0.07,-0.07
262.704,1.04297,262.704,-0.015625,-0.0117188,262.706,0,-0.14,0
262.805,1.04688,262.805,-0.015625,-0.0117188,262.807,0,-0.21,-0.07
262.904,1.04297,262.906,-0.015625,-0.0117188,262.906,0.14,-0.14,-0.07
263.004,1.05078,263.006,-0.015625,-0.015625,263.007,0.07,-0.14,-0.07
263.104,1.04688,263.105,-0.0195312,-0.015625,263.107,0,-0.07,0
263.204,1.05078,263.205,-0.015625,-0.0117188,263.207,0.07,-0.07,-0.07
263.304,1.05078,263.305,-0.0117188,-0.015625,263.306,0,-0.21,-0.14
263.404,1.05078,263.406,-0.015625,-0.015625,263.407,0,-0.14,-0.07
263.505,1.04688,263.506,-0.015625,-0.015625,263.506,0,-0.14,0
263.604,1.05078,263.606,-0.015625,-0.0195312,263.607,0.07,-0.14,-0.07
263.704,1.0625,263.707,-0.015625,-0.015625,263.707,0,-0.07,-0.07
263.806,1.04297,263.807,-0.015625,-0.015625,263.807,0,-0.07,0
263.904,1.05078,263.907,-0.015625,-0.015625,263.907,0,-0.28,-0.07
264.005,1.03906,264.005,-0.015625,-0.015625,264.006,0,-0.14,-0.07
264.105,1.03906,264.105,-0.015625,-0.015625,264.106,0.14,-0.14,-0.14
264.205,1.04688,264.206,-0.015625,-0.015625,264.206,0,-0.21,0
264.304,1.03906,264.305,-0.015625,-0.015625,264.306,0.07,-0.14,-0.07
264.404,1.03516,264.405,-0.015625,-0.0195312,264.407,0,-0.21,0
264.504,1.03906,264.505,-0.015625,-0.015625,264.507,0,-0.14,-0.07
264.604,1.05078,264.607,-0.015625,-0.0195312,264.607,0,-0.21,0
264.704,1.05469,264.705,-0.015625,-0.015625,264.706,0,0,0
264.804,1.04688,264.806,-0.0195312,-0.0117188,264.806,0.07,-0.14,-0.07
264.905,1.05078,264.906,-0.015625,-0.0195312,264.907,0.14,-0.07,-0.07
265.004,1.05078,265.005,-0.015625,-0.015625,265.006,0,-0.14,-0.07
265.105,1.04688,265.106,-0.015625,-0.015625,265.106,0.07,-0.14,0
265.205,1.03906,265.205,-0.015625,-0.0117188,265.206,0,-0.21,-0.07
265.304,1.04688,265.307,-0.015625,-0.015625,265.307,0.07,-0.14,-0.07
265.404,1.05078,265.405,-0.015625,-0.015625,265.407,0,-0.14,-0.07
265.505,1.04688,265.505,-0.0117188,-0.015625,265.506,0,-0.14,-0.07
265.604,1.05078,265.606,-0.015625,-0.015625,265.606,0,-0.14,0
265.705,1.05078,265.706,-0.0195312,-0.015625,265.706,0,-0.28,-0.14
265.805,1.03906,265.806,-0.015625,-0.0117188,265.806,0.07,-0.14,-0.07
265.904,1.03516,265.906,-0.015625,-0.015625,265.907,0.14,-0.14,-0.07
266.005,1.03516,266.006,-0.015625,-0.015625,266.006,0.07,-0.14,-0.07
266.105,1.05078,266.106,-0.015625,-0.0195312,266.106,0.07,-0.21,-0.07
266.204,1.03906,266.205,-0.015625,-0.015625,266.207,0.07,0,0
266.305,1.05078,266.305,-0.015625,-0.015625,266.306,0,-0.21,-0.14
266.404,1.0625,266.407,-0.015625,-0.0117188,266.407,0.07,-0.14,-0.07
266.504,1.05078,266.506,-0.015625,-0.015625,266.507,0.14,-0.07,-0.07
266.604,1.04297,266.605,-0.015625,-0.0117188,266.607,0,-0.07,-0.07
266.705,1.03516,266.705,-0.015625,-0.0195312,266.707,0,-0.21,0
266.805,1.04688,266.806,-0.015625,-0.015625,266.806,0,-0.14,-0.07
266.905,1.04297,266.905,-0.015625,-0.015625,266.906,0.14,-0.14,-0.14
267.004,1.04297,267.006,-0.015625,-0.0195312,267.007,0,-0.21,0
267.104,1.05078,267.106,-0.015625,-0.015625,267.107,0,-0.21,0
267.204,1.04297,267.205,-0.015625,-0.015625,267.206,0.14,-0.14,-0.14
267.305,1.04297,267.305,-0.015625,-0.0195312,267.306,0.07,-0.21,-0.14
267.405,1.04688,267.405,-0.0195312,-0.015625,267.406,0.07,-0.14,-0.07
267.504,1.04688,267.506,-0.015625,-0.015625,267.506,0.07,-0.21,-0.14
