time,acceleration,time,lat. X accel.,lat. Y accel.,time,Gyro X,Gyro Y,Gyro Z,time,pressure,Pressure MSL,Pressure AGL,time,A Voltage,time,B Voltage,time,C Voltage,time,D Voltage,time,Mag X,Mag Y,Mag Z,time,eject. bat. voltage,time,comp. bat. voltage,time,state,A cont.,B cont.,C cont.,D cont.,A on., B on,C on,D on,time, QX, QY, QZ, QW, Angle,time,temperature,time,GPS Time of Week, valid leap seconds, leap seconds,time,lat,long,GPS MSL,SVs
484.434,1.05078,484.436,-0.015625,-0.0117188,484.436,0,-0.07,-0.07,682.044,70852,2916.93,2380.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484.534,1.05078,484.535,-0.0195312,-0.015625,484.536,0.14,-0.28,-0.07,682.069,70835,2918.82,2382.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484.634,1.0625,484.636,-0.015625,-0.015625,484.636,0,-0.14,0,682.086,70835,2918.82,2382.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484.734,1.04297,484.735,-0.015625,-0.0117188,484.736,0,-0.14,-0.14,682.104,70830,2919.38,2383.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484.834,1.04297,484.835,-0.015625,-0.015625,484.837,0,-0.07,-0.07,682.128,70830,2919.38,2383.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484.934,1.04297,484.936,-0.015625,-0.015625,484.937,0.07,-0.21,-0.07,682.144,70830,2919.38,2383.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485.034,1.0625,485.036,-0.015625,-0.015625,485.036,0.07,-0.07,-0.14,682.17,70953,2905.71,2369.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485.134,1.04297,485.135,-0.015625,-0.015625,485.137,0.07,-0.14,-0.07,682.187,70970,2903.82,2367.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485.234,1.05078,485.235,-0.015625,-0.015625,485.236,0,-0.21,-0.14,682.206,70953,2905.71,2369.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485.335,1.04297,485.336,-0.015625,-0.015625,485.336,-0.07,-0.14,-0.07,682.223,71004,2900.04,2363.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485.435,1.04688,485.435,-0.015625,-0.015625,485.436,0.07,-0.14,-0.14,682.249,71030,2897.16,2360.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485.535,1.04297,485.536,-0.0195312,-0.0117188,485.536,0,-0.14,0,682.268,71049,2895.05,2358.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485.634,1.05078,485.635,-0.015625,-0.015625,485.636,0,-0.14,0,682.285,71087,2890.83,2354.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485.734,1.04688,485.737,-0.015625,-0.0195312,485.737,0,-0.14,-0.14,682.306,71070,2892.72,2356.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485.834,1.04688,485.835,-0.015625,-0.0117188,485.836,-0.07,-0.07,-0.14,682.323,71049,2895.05,2358.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485.935,1.03906,485.935,-0.0117188,-0.0117188,485.936,0,-0.07,-0.07,682.347,71068,2892.94,2356.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486.036,1.05078,486.036,-0.015625,-0.015625,486.037,0,-0.21,-0.07,682.363,71079,2891.72,2355.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486.134,1.05078,486.135,-0.015625,-0.0117188,486.137,0,-0.14,-0.14,682.383,71036,2896.49,2360.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486.239,1.04688,486.24,-0.015625,-0.015625,486.241,0,-0.14,-0.07,682.403,70999,2900.6,2364.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486.335,1.05078,486.336,-0.0195312,-0.015625,486.336,-0.07,-0.14,-0.07,682.425,71059,2893.94,2357.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486.434,1.05078,486.435,-0.015625,-0.015625,486.437,0,-0.14,-0.14,682.445,71063,2893.5,2357.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486.535,1.05078,486.536,-0.015625,-0.015625,486.537,0.07,-0.14,-0.14,682.462,71064,2893.38,2357.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486.634,1.05078,486.637,-0.015625,-0.015625,486.637,0,-0.14,-0.07,682.482,71021,2898.16,2361.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486.735,1.05078,486.735,-0.015625,-0.015625,486.736,0,-0.14,-0.14,682.504,71092,2890.28,2354.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486.834,1.05078,486.835,-0.015625,-0.0117188,486.837,0,-0.14,-0.07,682.522,71097,2889.72,2353.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486.934,1.02734,486.935,-0.015625,-0.015625,486.937,0,-0.21,0,682.547,71124,2886.73,2350.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487.035,1.05078,487.036,-0.015625,-0.015625,487.036,0,-0.07,-0.07,682.566,71116,2887.62,2351.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487.134,1.05078,487.137,-0.015625,-0.015625,487.137,0.14,-0.14,-0.14,682.582,71116,2887.62,2351.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487.234,1.03906,487.235,-0.015625,-0.0117188,487.237,0,-0.21,-0.07,682.602,71122,2886.95,2350.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487.334,1.04688,487.337,-0.015625,-0.0195312,487.338,0.07,-0.07,0,682.625,71109,2888.39,2352.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487.435,1.04297,487.435,-0.015625,-0.015625,487.436,0,-0.14,-0.07,682.644,71140,2884.96,2348.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487.534,1.05078,487.535,-0.0195312,-0.0117188,487.536,0.07,-0.21,-0.14,682.665,71163,2882.41,2346.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487.634,1.04688,487.635,-0.015625,-0.015625,487.637,0,-0.07,0,682.681,71179,2880.64,2344.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487.735,1.05469,487.735,-0.0195312,-0.015625,487.736,0.07,-0.07,0,682.701,71209,2877.31,2341.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487.834,1.04688,487.837,-0.015625,-0.015625,487.837,0,-0.21,-0.07,682.721,71228,2875.21,2339.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487.935,1.03516,487.935,-0.015625,-0.015625,487.936,0,-0.21,-0.07,682.744,71218,2876.31,2340.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488.034,1.03516,488.035,-0.015625,-0.015625,488.036,0.07,-0.07,-0.07,682.761,71218,2876.31,2340.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488.134,1.05078,488.137,-0.015625,-0.015625,488.137,0.14,-0.07,-0.07,682.783,71202,2878.09,2341.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488.234,1.04688,488.237,-0.015625,-0.0117188,488.237,0,-0.14,0,682.802,71207,2877.53,2341.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488.341,1.03906,488.341,-0.015625,-0.015625,488.341,0,-0.21,-0.07,682.821,71205,2877.76,2341.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488.435,1.05078,488.435,-0.015625,-0.015625,488.436,0.07,0,-0.07,682.844,71225,2875.54,2339.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488.535,1.05078,488.536,-0.015625,-0.015625,488.537,0.07,-0.14,0,682.865,71254,2872.33,2336.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488.634,1.04688,488.636,-0.0195312,-0.0117188,488.637,0,-0.07,-0.07,682.881,71252,2872.55,2336.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488.735,1.04297,488.736,-0.015625,-0.015625,488.736,0.07,-0.14,-0.07,682.901,71262,2871.44,2335.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488.834,1.05078,488.836,-0.015625,-0.0117188,488.837,0,-0.28,-0.07,682.923,71245,2873.32,2337.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488.935,1.04688,488.936,-0.015625,-0.015625,488.936,0.07,-0.14,-0.07,682.94,71212,2876.98,2340.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489.035,1.05078,489.036,-0.015625,-0.015625,489.036,0.14,-0.14,-0.07,682.964,71247,2873.1,2336.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489.135,1.03516,489.135,-0.015625,-0.0117188,489.136,0,-0.14,-0.07,682.982,71249,2872.88,2336.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489.234,1.04688,489.237,-0.015625,-0.015625,489.237,0.07,-0.14,-0.07,683,71294,2867.9,2331.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489.334,1.05859,489.335,-0.0195312,-0.015625,489.337,0,-0.14,-0.14,683.023,71308,2866.35,2330.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489.435,1.05469,489.435,-0.015625,-0.015625,489.436,0,-0.14,-0.14,683.046,71271,2870.45,2334.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489.535,1.05078,489.536,-0.015625,-0.0117188,489.536,0,-0.14,-0.07,683.063,71251,2872.66,2336.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489.634,1.04297,489.637,-0.015625,-0.015625,489.637,0.07,-0.28,-0.07,683.083,71299,2867.35,2331.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489.734,1.05078,489.737,-0.015625,-0.015625,489.737,0.07,-0.21,0,683.106,71302,2867.02,2330.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489.834,1.04688,489.836,-0.0195312,-0.015625,489.836,-0.07,-0.14,-0.14,683.121,71306,2866.57,2330.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489.935,1.05078,489.936,-0.015625,-0.015625,489.936,0.07,-0.14,-0.14,683.143,71304,2866.8,2330.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490.034,1.04688,490.036,-0.015625,-0.0195312,490.037,0,-0.14,-0.14,683.163,71314,2865.69,2329.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490.142,1.05469,490.142,-0.015625,-0.0117188,490.143,0.07,-0.14,0,683.181,71301,2867.13,2330.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490.235,1.05078,490.235,-0.015625,-0.015625,490.236,0,-0.14,0,683.201,71296,2867.68,2331.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490.334,1.04688,490.335,-0.015625,-0.015625,490.336,0,-0.21,0,683.22,71302,2867.02,2330.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490.434,1.03906,490.436,-0.015625,-0.015625,490.437,0,-0.07,-0.14,683.239,71281,2869.34,2333.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490.536,1.05078,490.536,-0.015625,-0.0195312,490.537,0,-0.14,-0.14,683.262,71309,2866.24,2330.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490.637,1.03516,490.637,-0.015625,-0.015625,490.638,0,-0.14,-0.14,683.283,71307,2866.46,2330.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490.734,1.05859,490.735,-0.015625,-0.015625,490.737,0,-0.14,-0.07,683.301,71341,2862.7,2326.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490.835,1.04297,490.837,-0.015625,-0.015625,490.838,0,-0.14,0,683.321,71364,2860.16,2323.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490.937,1.05859,490.937,-0.015625,-0.015625,490.938,0,-0.07,-0.07,683.341,71367,2859.83,2323.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491.035,1.04297,491.038,-0.015625,-0.0117188,491.038,-0.07,-0.14,-0.14,683.359,71342,2862.59,2326.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491.135,1.04297,491.137,-0.015625,-0.015625,491.138,0,-0.14,0,683.382,71344,2862.37,2326.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491.235,1.05078,491.238,-0.015625,-0.015625,491.238,0,-0.14,-0.07,683.405,71361,2860.49,2324.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491.335,1.05469,491.338,-0.015625,-0.015625,491.338,0.07,-0.21,-0.14,683.421,71379,2858.5,2322.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491.435,1.03906,491.436,-0.0195312,-0.015625,491.437,0,-0.07,0,683.443,71403,2855.85,2319.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491.535,1.03906,491.536,-0.0195312,-0.015625,491.538,0,-0.07,0,683.459,71403,2855.85,2319.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491.637,1.05078,491.637,-0.0195312,-0.015625,491.638,0.07,-0.07,-0.14,683.48,71406,2855.52,2319.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491.736,1.04688,491.736,-0.015625,-0.015625,491.737,0.07,-0.21,-0.07,683.5,71400,2856.18,2319.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491.836,1.05469,491.836,-0.015625,-0.015625,491.837,0,-0.21,0,683.52,71418,2854.19,2317.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491.936,1.05078,491.936,-0.015625,-0.0117188,491.937,-0.07,-0.14,-0.14,683.541,71422,2853.75,2317.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492.036,1.05078,492.036,-0.015625,-0.015625,492.037,0.07,-0.21,0,683.56,71405,2855.63,2319.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492.137,1.04297,492.137,-0.015625,-0.015625,492.138,0.07,-0.07,-0.07,683.578,71401,2856.07,2319.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492.236,1.05078,492.236,-0.015625,-0.0117188,492.237,0,-0.14,0,683.601,71445,2851.21,2315.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492.335,1.05469,492.338,-0.015625,-0.0117188,492.338,0,-0.14,-0.07,683.622,71460,2849.55,2313.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492.436,1.03906,492.436,-0.015625,-0.015625,492.438,0.07,-0.14,-0.14,683.644,71423,2853.64,2317.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492.538,1.04688,492.538,-0.015625,-0.015625,492.538,0,-0.21,-0.07,683.662,71471,2848.34,2312.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492.635,1.04688,492.636,-0.015625,-0.015625,492.638,0,-0.21,-0.07,683.679,71478,2847.56,2311.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492.735,1.05469,492.738,-0.0195312,-0.0117188,492.738,0,-0.14,-0.07,683.703,71468,2848.67,2312.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492.836,1.04688,492.836,-0.015625,-0.0195312,492.837,-0.07,-0.14,0,683.717,71462,2849.33,2313.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492.936,1.05078,492.936,-0.015625,-0.015625,492.937,0,-0.07,-0.07,683.738,71479,2847.45,2311.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493.035,1.05859,493.036,-0.015625,-0.015625,493.037,0.07,-0.14,-0.07,683.758,71497,2845.46,2309.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493.135,1.04688,493.136,-0.015625,-0.0117188,493.139,0.07,-0.14,-0.07,683.779,71504,2844.69,2308.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493.235,1.04688,493.237,-0.015625,-0.015625,493.238,0,-0.21,-0.07,683.797,71500,2845.13,2308.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493.335,1.04688,493.336,-0.0195312,-0.015625,493.338,0.14,-0.14,-0.14,683.818,71495,2845.69,2309.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493.435,1.03516,493.437,-0.015625,-0.015625,493.438,0,-0.14,-0.14,683.839,71500,2845.13,2308.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493.535,1.03906,493.536,-0.015625,-0.015625,493.538,0,0,-0.07,683.858,71509,2844.14,2307.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493.635,1.05078,493.637,-0.015625,-0.0117188,493.637,0.07,-0.21,-0.07,683.879,71513,2843.7,2307.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493.735,1.06641,493.736,-0.015625,-0.0117188,493.738,0,-0.21,-0.07,683.897,71508,2844.25,2308.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493.835,1.04688,493.837,-0.015625,-0.015625,493.838,0.07,-0.21,-0.14,683.92,71493,2845.91,2309.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493.935,1.05078,493.937,-0.015625,-0.015625,493.937,0,-0.21,0,683.937,71515,2843.48,2307.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494.035,1.05078,494.037,-0.015625,-0.0117188,494.038,0,-0.14,0,683.958,71526,2842.26,2306.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494.135,1.03906,494.137,-0.015625,-0.015625,494.138,0.07,-0.21,0,683.977,71531,2841.71,2305.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494.236,1.05078,494.237,-0.0195312,-0.015625,494.237,0,-0.14,-0.07,683.998,71551,2839.51,2303.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494.335,1.04297,494.336,-0.0195312,-0.0117188,494.337,0,-0.14,0,684.018,71562,2838.29,2302.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494.436,1.04297,494.437,-0.015625,-0.015625,494.437,0,-0.14,0,684.036,71576,2836.75,2300.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494.535,1.03125,494.538,-0.015625,-0.015625,494.538,0.14,-0.14,-0.07,684.056,71606,2833.44,2297.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494.636,1.05078,494.637,-0.015625,-0.015625,494.637,0,-0.14,0,684.08,71572,2837.19,2300.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494.736,1.05078,494.737,-0.015625,-0.0117188,494.737,0.07,-0.14,0,684.099,71570,2837.41,2301.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494.836,1.03516,494.836,-0.015625,-0.015625,494.838,0,-0.21,-0.14,684.116,71573,2837.08,2300.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494.935,1.03906,494.938,-0.015625,-0.015625,494.938,0.14,-0.14,-0.14,684.138,71582,2836.09,2299.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495.036,1.05078,495.036,-0.015625,-0.015625,495.038,0.14,-0.14,-0.14,684.156,71597,2834.43,2298.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495.135,1.03516,495.137,-0.015625,-0.015625,495.138,0.14,-0.14,-0.07,684.177,71606,2833.44,2297.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495.235,1.05469,495.237,-0.015625,-0.015625,495.237,0.07,-0.14,-0.07,684.197,71610,2833,2296.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495.335,1.04688,495.336,-0.015625,-0.0117188,495.337,-0.07,-0.14,0,684.215,71604,2833.66,2297.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495.435,1.04688,495.436,-0.015625,-0.0117188,495.438,0.07,-0.14,-0.07,684.24,71601,2833.99,2297.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495.535,1.05078,495.538,-0.015625,-0.0195312,495.538,0.07,-0.14,-0.14,684.258,71608,2833.22,2297.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495.635,1.04297,495.636,-0.015625,-0.0117188,495.638,0,-0.14,-0.14,684.283,71623,2831.57,2295.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495.735,1.04688,495.738,-0.015625,-0.0117188,495.738,0.07,-0.21,0,684.298,71641,2829.58,2293.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495.835,1.05078,495.836,-0.015625,-0.0117188,495.838,0,-0.14,0,684.318,71642,2829.47,2293.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495.935,1.05078,495.937,-0.015625,-0.015625,495.938,0.07,-0.14,-0.07,684.335,71622,2831.68,2295.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496.035,1.03906,496.036,-0.015625,-0.015625,496.038,0.07,-0.14,-0.07,684.359,71638,2829.91,2293.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496.135,1.05078,496.138,-0.015625,-0.015625,496.139,0,-0.14,-0.07,684.379,71664,2827.04,2290.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496.235,1.05078,496.237,-0.015625,-0.015625,496.237,0,-0.21,-0.07,684.398,71673,2826.05,2289.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496.336,1.05078,496.336,-0.015625,-0.015625,496.337,0.14,-0.14,-0.07,684.415,71677,2825.61,2289.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496.436,1.05078,496.436,-0.015625,-0.0117188,496.437,0.07,-0.07,0,684.434,71686,2824.62,2288.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496.536,1.03906,496.536,-0.015625,-0.015625,496.537,0,-0.07,-0.07,684.455,71702,2822.86,2286.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496.635,1.03516,496.636,-0.015625,-0.0117188,496.637,0,-0.21,-0.07,684.476,71730,2819.78,2283.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496.735,1.04688,496.738,-0.015625,-0.015625,496.738,0,-0.14,-0.21,684.496,71715,2821.43,2285.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496.836,1.04297,496.837,-0.015625,-0.0117188,496.837,0,-0.07,-0.07,684.517,71717,2821.21,2285.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496.935,1.05078,496.936,-0.015625,-0.015625,496.937,-0.07,-0.14,-0.14,684.535,71726,2820.22,2284.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497.035,1.04688,497.036,-0.015625,-0.015625,497.037,0.07,-0.14,0,684.557,71733,2819.45,2283.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497.135,1.04297,497.138,-0.015625,-0.015625,497.138,0,-0.07,-0.07,684.575,71718,2821.1,2284.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497.236,1.05078,497.237,-0.015625,-0.015625,497.237,0.07,-0.21,0,684.595,71712,2821.76,2285.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497.335,1.04688,497.338,-0.015625,-0.015625,497.338,0.07,-0.21,-0.07,684.618,71696,2823.52,2287.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497.436,1.0625,497.436,-0.0195312,-0.015625,497.437,0,-0.21,-0.07,684.634,71696,2823.52,2287.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497.535,1.03516,497.536,-0.015625,-0.0195312,497.538,0,-0.14,-0.07,684.66,71695,2823.63,2287.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497.635,1.03906,497.637,-0.015625,-0.015625,497.638,0,-0.21,-0.07,684.674,71704,2822.64,2286.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497.735,1.04297,497.736,-0.015625,-0.015625,497.738,0.07,-0.21,-0.14,684.695,71702,2822.86,2286.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497.835,1.05078,497.836,-0.015625,-0.015625,497.837,0.07,-0.28,-0.14,684.716,71720,2820.88,2284.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497.935,1.05078,497.937,-0.015625,-0.015625,497.937,0,-0.14,-0.14,684.734,71745,2818.12,2281.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498.035,1.04297,498.036,-0.015625,-0.0117188,498.038,0,-0.21,-0.07,684.755,71744,2818.24,2282.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498.135,1.03906,498.136,-0.015625,-0.0117188,498.138,0.07,-0.07,0,684.776,71753,2817.24,2281.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498.235,1.03906,498.236,-0.015625,-0.015625,498.237,0,-0.14,-0.14,684.793,71791,2813.06,2276.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
